feature_0,target
0.03414212890984157,0.8759378972435143
1.8758005467136352,42.162889430168455
0.02968323030333022,0.947945782334608
-0.7980627352410625,-20.091971272821553
0.13402679274666512,3.048609154311866
1.2533359468559955,29.302262067016333
-1.6059627607174027,-36.0427145563436
-1.923715729697126,-45.573687148262294
0.5538561660032112,13.241326201859259
2.5983039272693147,60.21473034274446
-2.426679243393074,-57.20563212688615
-1.326265459940456,-29.70232731616703
1.0127390539563705,23.393467704632304
-1.0856306033005612,-24.446134466210026
-0.8776135866276552,-20.332922735975288
-0.19434272672763503,-5.102652252918361
0.283627323807291,5.550364384571665
-0.6824509341999805,-15.353196013457909
-1.0972030464830342,-26.250303452912775
-0.3324752753514139,-8.174285121155451
0.25381647654962736,6.649382983762047
-0.3350107619330159,-7.951093251600833
-1.0489916773184873,-22.872891740298662
-0.4033660381021075,-10.764842894424888
1.3772574828673068,29.14685643658857
0.2837253557710373,5.334353505718251
0.403085961219367,9.161566445776911
0.2908743874249234,6.732179737065084
-0.361639931865213,-8.012666692251663
-0.1400687201886661,-2.6667269750462284
0.36344556213502865,8.250782749712487
-0.2702323920091581,-6.758541898620118
0.12074736309713868,2.8495322844337645
0.2846030298135564,7.227869545438205
0.46843911944564426,11.2893688197905
-0.24681577694107554,-7.8108865351706545
0.43587577054744,9.242474043182801
1.4172990464768525,33.43145010592128
-0.8053665180656158,-18.710568025327007
-1.3709484700946077,-32.77022115072559
-0.24520334168519506,-6.141898885493219
0.4261466396903099,8.630000758641756
-0.35490883174008503,-8.93233717889604
-0.006307250913872172,-0.9479460380394735
0.9787360059373466,21.268015681831482
0.3385890509998015,7.323379737668198
-0.07512058797383152,-1.0044734945004357
-0.19911238275725224,-4.837390215715876
0.0028459158968110196,-1.2064128562395615
1.1758290447821034,26.966118357490256
-0.390899793755101,-8.894365784865224
-0.2743965735223526,-5.56889969779156
1.4083691460769014,33.06920046716795
-0.9358338684023914,-23.184765968962903
-1.7276694941206072,-39.07147322616195
0.6420546892718314,12.178242100797931
